Date,Total Sunspot,Max Size,Zurich Class,Penumbra Class,Compactness Class,NS,Lat,EW,Lan,X-ray class,X-ray intensity
1982-02-08,3.0,250.0,H,A,X,S,15,W,79,X,1.4
1982-02-08,3.0,250.0,H,A,X,N,9,W,81,0,0.0
1982-02-08,3.0,110.0,H,A,X,N,15,W,70,0,0.0
1982-02-08,32.0,220.0,E,A,I,S,19,W,51,0,0.0
1982-02-08,8.0,40.0,C,S,O,S,21,W,35,0,0.0
1982-02-08,9.0,30.0,C,A,O,S,5,W,26,0,0.0
1982-02-08,38.0,400.0,E,A,I,N,15,W,55,C,3.1
1982-02-08,4.0,20.0,B,X,O,S,17,E,10,0,0.0
1982-02-08,82.0,2480.0,F,K,C,S,9,E,34,M,1.8
1982-02-08,35.0,250.0,D,A,O,S,5,W,57,C,3.3
1982-02-08,5.0,40.0,C,S,O,S,12,E,49,0,0.0
1982-02-08,5.0,170.0,H,A,X,N,2,E,54,0,0.0
1982-02-08,18.0,60.0,D,A,O,S,19,E,24,0,0.0
1982-02-08,2.0,0.0,A,X,X,S,8,E,61,0,0.0
1982-02-08,6.0,330.0,H,K,O,S,11,E,70,0,0.0
1982-02-08,2.0,280.0,H,S,X,N,16,E,82,0,0.0
1982-02-09,1.0,10.0,A,X,X,N,15,W,85,0,0.0
1982-02-09,15.0,90.0,H,A,O,S,19,W,75,C,6.2
1982-02-09,2.0,0.0,A,X,X,S,20,W,58,0,0.0
1982-02-09,6.0,10.0,B,X,O,S,5,W,40,0,0.0
1982-02-09,30.0,350.0,H,A,O,N,15,W,75,0,0.0
1982-02-09,99.0,2850.0,F,K,C,S,10,E,10,M,2.5
1982-02-09,8.0,160.0,D,A,O,S,5,W,85,M,2.4
1982-02-09,7.0,30.0,H,S,O,S,12,E,39,0,0.0
1982-02-09,8.0,60.0,H,A,O,N,2,E,29,0,0.0
1982-02-09,32.0,60.0,D,A,O,S,19,E,12,0,0.0
1982-02-09,5.0,20.0,B,X,O,S,7,E,38,0,0.0
1982-02-09,9.0,290.0,H,K,C,S,12,E,58,0,0.0
1982-02-09,3.0,220.0,H,K,X,N,14,E,58,0,0.0
1982-02-09,35.0,220.0,D,A,I,S,8,E,19,C,6.1
1982-02-09,16.0,50.0,D,A,O,N,25,E,3,0,0.0
1982-02-09,5.0,10.0,B,X,O,N,9,E,63,0,0.0
1982-02-10,3.0,60.0,H,K,X,S,18,W,88,M,1.2
1982-02-10,2.0,0.0,A,X,X,S,21,W,61,0,0.0
1982-02-10,3.0,10.0,B,X,O,S,5,W,55,0,0.0
1982-02-10,8.0,190.0,D,A,O,N,14,W,83,0,0.0
1982-02-10,79.0,1740.0,F,K,C,S,11,W,11,M,3.7
1982-02-10,2.0,110.0,H,S,X,S,5,W,85,0,0.0
1982-02-10,6.0,20.0,H,S,O,S,12,E,26,0,0.0
1982-02-10,6.0,100.0,H,S,O,N,1,E,25,0,0.0
1982-02-10,26.0,50.0,D,A,O,S,20,W,2,0,0.0
1982-02-10,2.0,0.0,A,X,X,S,8,E,32,0,0.0
1982-02-10,21.0,240.0,H,K,I,S,15,E,33,0,0.0
1982-02-10,4.0,120.0,H,H,O,N,14,E,45,M,3.8
1982-02-10,85.0,450.0,E,K,C,S,8,E,6,M,3.2
1982-02-10,9.0,40.0,D,A,O,N,22,W,11,0,0.0
1982-02-10,1.0,10.0,A,X,X,N,10,E,59,0,0.0
1982-02-11,137.0,2050.0,F,K,C,S,11,W,21,C,7.5
1982-02-11,4.0,10.0,B,X,O,S,13,E,7,0,0.0
1982-02-11,4.0,110.0,H,A,X,N,0,E,7,0,0.0
1982-02-11,6.0,20.0,B,X,O,S,20,W,15,0,0.0
1982-02-11,4.0,10.0,A,X,X,S,8,E,18,0,0.0
1982-02-11,43.0,290.0,H,K,I,S,14,E,24,0,0.0
1982-02-11,10.0,270.0,H,A,O,N,15,E,33,0,0.0
1982-02-11,97.0,460.0,D,K,I,S,8,W,4,C,9.7
1982-02-11,7.0,40.0,C,R,O,N,23,W,17,0,0.0
1982-02-11,1.0,0.0,A,X,X,N,10,E,48,0,0.0
1982-02-11,4.0,240.0,H,H,X,N,3,E,85,0,0.0
1982-02-12,109.0,1630.0,F,K,C,S,10,W,28,M,4.6
1982-02-12,4.0,10.0,B,X,O,S,13,W,6,0,0.0
1982-02-12,4.0,90.0,H,A,X,N,1,W,7,0,0.0
1982-02-12,10.0,20.0,B,X,I,S,8,W,2,C,3.6
1982-02-12,42.0,180.0,D,K,I,S,13,E,18,0,0.0
1982-02-12,5.0,150.0,H,A,X,N,16,E,19,C,2.1
1982-02-12,59.0,370.0,D,K,I,S,9,W,10,M,3.6
1982-02-12,5.0,30.0,B,X,O,N,24,W,32,0,0.0
1982-02-12,17.0,770.0,H,K,I,N,8,E,75,0,0.0
1982-02-13,114.0,1800.0,F,K,C,S,12,W,48,C,3.9
1982-02-13,3.0,40.0,D,R,O,S,9,W,10,0,0.0
1982-02-13,3.0,100.0,H,K,X,N,2,W,21,0,0.0
1982-02-13,10.0,20.0,C,A,O,S,8,W,15,0,0.0
1982-02-13,49.0,190.0,D,K,I,S,13,W,6,0,0.0
1982-02-13,10.0,200.0,H,K,X,N,16,E,10,0,0.0
1982-02-13,50.0,290.0,D,K,I,S,10,W,23,C,2.6
1982-02-13,16.0,90.0,D,A,O,N,23,W,54,0,0.0
1982-02-13,18.0,1390.0,F,K,C,N,5,E,67,M,1.3
1982-02-13,4.0,110.0,C,S,O,N,6,E,70,0,0.0
1982-02-14,45.0,1770.0,F,K,C,S,10,W,62,M,1.1
1982-02-14,2.0,0.0,A,X,X,S,10,W,22,0,0.0
1982-02-14,3.0,90.0,H,S,X,N,1,W,26,0,0.0
1982-02-14,2.0,0.0,B,X,O,S,9,W,30,0,0.0
1982-02-14,58.0,160.0,D,A,I,S,13,W,18,0,0.0
1982-02-14,11.0,140.0,H,A,C,N,16,W,1,0,0.0
1982-02-14,29.0,240.0,D,K,O,S,9,W,42,M,2.6
1982-02-14,7.0,40.0,D,S,O,N,23,W,57,0,0.0
1982-02-14,16.0,820.0,D,K,C,N,5,E,49,0,0.0
1982-02-14,15.0,180.0,D,S,O,N,6,E,61,0,0.0
1982-02-15,47.0,1780.0,F,K,C,S,11,W,68,C,1.2
1982-02-15,1.0,100.0,H,S,X,N,1,W,40,0,0.0
1982-02-15,4.0,30.0,B,X,O,S,9,W,41,C,1.1
1982-02-15,40.0,150.0,D,A,O,S,12,W,37,C,6.0
1982-02-15,20.0,100.0,D,A,C,N,16,W,14,0,0.0
1982-02-15,23.0,240.0,D,K,O,S,10,W,46,C,2.0
1982-02-15,7.0,60.0,C,S,O,N,25,W,81,0,0.0
1982-02-15,24.0,1060.0,D,K,I,N,5,E,24,C,2.0
1982-02-15,10.0,210.0,C,K,O,N,5,E,51,0,0.0
1982-02-15,2.0,0.0,B,X,O,N,12,E,27,0,0.0
1982-02-15,12.0,240.0,D,S,O,N,13,E,67,0,0.0
1982-02-16,19.0,1370.0,H,K,C,S,10,W,79,M,1.8
1982-02-16,2.0,100.0,H,A,X,N,1,W,54,0,0.0
1982-02-16,3.0,10.0,B,X,O,S,9,W,49,0,0.0
1982-02-16,13.0,100.0,D,A,O,S,12,W,37,C,3.8
1982-02-16,3.0,70.0,H,S,X,N,15,W,27,0,0.0
1982-02-16,7.0,80.0,H,A,O,S,12,W,45,0,0.0
1982-02-16,18.0,680.0,D,K,I,N,5,E,16,C,3.0
1982-02-16,4.0,170.0,H,S,O,N,5,E,34,0,0.0
1982-02-16,4.0,20.0,B,X,O,N,12,E,15,0,0.0
1982-02-16,17.0,220.0,D,A,I,N,12,E,60,0,0.0
1982-02-17,1.0,60.0,H,S,X,N,1,W,68,0,0.0
1982-02-17,7.0,70.0,H,A,O,S,12,W,51,0,0.0
1982-02-17,2.0,50.0,H,S,X,N,16,W,52,0,0.0
1982-02-17,3.0,170.0,H,A,X,S,7,W,85,0,0.0
1982-02-17,23.0,630.0,D,K,I,N,5,E,0,M,1.4
1982-02-17,6.0,170.0,H,S,O,N,6,E,11,0,0.0
1982-02-17,20.0,50.0,D,R,O,N,13,E,0,0,0.0
1982-02-17,39.0,300.0,D,A,I,N,12,E,44,C,4.5
1982-02-17,1.0,0.0,A,X,X,N,5,E,15,0,0.0
1982-02-18,1.0,30.0,H,S,X,N,1,W,80,0,0.0
1982-02-18,4.0,50.0,H,A,X,S,11,W,73,0,0.0
1982-02-18,6.0,60.0,H,S,O,N,16,W,60,0,0.0
1982-02-18,1.0,60.0,H,S,X,S,8,W,86,0,0.0
1982-02-18,61.0,740.0,D,K,I,N,4,W,12,M,3.4
1982-02-18,6.0,180.0,H,K,O,N,6,E,2,0,0.0
1982-02-18,7.0,20.0,B,X,O,N,12,W,7,0,0.0
1982-02-18,93.0,550.0,E,K,I,N,14,E,35,M,1.8
1982-02-18,9.0,20.0,H,S,O,S,21,W,2,0,0.0
1982-02-18,1.0,170.0,H,S,X,S,12,E,85,0,0.0
1982-02-19,2.0,20.0,H,A,X,S,12,W,75,0,0.0
1982-02-19,2.0,0.0,A,X,X,N,15,W,66,0,0.0
1982-02-19,113.0,1030.0,D,K,C,N,3,W,26,M,1.9
1982-02-19,7.0,170.0,H,K,O,N,6,W,13,0,0.0
1982-02-19,3.0,0.0,B,X,O,N,12,W,19,0,0.0
1982-02-19,67.0,470.0,E,K,I,N,12,E,26,C,3.1
1982-02-19,7.0,20.0,C,S,O,S,20,W,12,0,0.0
1982-02-19,7.0,130.0,C,A,O,N,6,E,67,0,0.0
1982-02-19,4.0,250.0,H,K,X,S,12,E,78,0,0.0
1982-02-20,143.0,1060.0,D,K,C,N,4,W,38,M,3.0
1982-02-20,7.0,190.0,H,K,O,N,6,W,33,0,0.0
1982-02-20,4.0,10.0,B,X,O,N,12,W,32,0,0.0
1982-02-20,114.0,360.0,E,K,I,N,12,E,14,C,2.2
1982-02-20,1.0,0.0,A,X,X,S,23,W,17,0,0.0
1982-02-20,14.0,80.0,D,A,O,N,6,E,53,0,0.0
1982-02-20,2.0,200.0,H,K,X,S,12,E,65,M,1.8
1982-02-20,13.0,30.0,C,A,O,N,18,E,24,0,0.0
1982-02-20,1.0,10.0,A,X,X,N,10,E,76,0,0.0
1982-02-20,7.0,190.0,H,K,O,S,8,E,78,0,0.0
1982-02-21,80.0,1080.0,D,K,C,N,4,W,45,C,5.1
1982-02-21,1.0,160.0,H,S,X,N,6,W,32,0,0.0
1982-02-21,49.0,280.0,E,A,I,N,13,E,2,0,0.0
1982-02-21,1.0,0.0,A,X,X,S,23,W,32,0,0.0
1982-02-21,16.0,50.0,D,A,O,N,6,E,37,0,0.0
1982-02-21,2.0,270.0,H,A,X,S,12,E,59,0,0.0
1982-02-21,10.0,30.0,C,A,O,N,17,E,18,0,0.0
1982-02-21,2.0,0.0,A,X,X,N,9,E,69,0,0.0
1982-02-21,11.0,150.0,H,A,X,S,8,E,78,0,0.0
1982-02-21,3.0,160.0,H,A,X,S,11,E,83,0,0.0
1982-02-21,1.0,0.0,A,X,X,S,13,W,57,0,0.0
1982-02-22,43.0,1070.0,D,K,C,N,4,W,59,C,4.2
1982-02-22,1.0,190.0,H,S,X,N,6,W,46,0,0.0
1982-02-22,19.0,210.0,E,A,O,N,13,W,12,0,0.0
1982-02-22,18.0,70.0,D,A,O,N,6,E,31,0,0.0
1982-02-22,7.0,210.0,H,H,O,S,12,E,46,0,0.0
1982-02-22,3.0,10.0,B,X,O,N,16,E,4,0,0.0
1982-02-22,3.0,30.0,H,A,X,N,9,E,48,0,0.0
1982-02-22,5.0,150.0,H,A,O,S,8,E,55,0,0.0
1982-02-22,9.0,140.0,H,A,O,S,12,E,75,0,0.0
1982-02-22,1.0,0.0,A,X,X,S,13,W,67,0,0.0
1982-02-22,2.0,10.0,B,X,O,S,33,W,8,0,0.0
1982-02-22,1.0,20.0,H,S,X,S,13,E,77,0,0.0
1982-02-23,22.0,850.0,D,K,C,N,2,W,73,0,0.0
1982-02-23,1.0,120.0,H,S,X,N,6,W,59,C,7.8
1982-02-23,26.0,100.0,E,A,O,N,13,W,25,C,2.4
1982-02-23,20.0,50.0,D,R,I,N,7,E,8,0,0.0
1982-02-23,5.0,270.0,H,S,O,S,12,E,34,0,0.0
1982-02-23,2.0,10.0,H,R,X,N,9,E,42,0,0.0
1982-02-23,1.0,160.0,H,S,X,S,8,E,52,0,0.0
1982-02-23,12.0,260.0,E,A,O,S,12,E,60,0,0.0
1982-02-23,3.0,10.0,A,X,X,S,35,W,12,0,0.0
1982-02-23,4.0,10.0,B,X,O,N,18,W,10,0,0.0
1982-02-23,1.0,0.0,A,X,X,N,4,E,78,0,0.0
1982-02-23,2.0,200.0,H,H,X,N,14,E,85,C,2.3
1982-02-24,1.0,280.0,H,A,X,N,3,W,87,0,0.0
1982-02-24,1.0,80.0,H,S,X,N,6,W,73,0,0.0
1982-02-24,25.0,80.0,E,A,O,N,13,W,39,C,2.4
1982-02-24,20.0,80.0,D,S,O,N,6,E,5,C,7.3
1982-02-24,3.0,210.0,H,S,O,S,12,E,20,0,0.0
1982-02-24,1.0,0.0,A,X,X,N,10,E,30,0,0.0
1982-02-24,4.0,120.0,H,A,X,S,8,E,23,0,0.0
1982-02-24,6.0,170.0,H,A,O,S,13,E,55,0,0.0
1982-02-24,6.0,130.0,H,A,O,S,14,E,54,0,0.0
1982-02-24,5.0,20.0,C,R,O,N,17,W,14,0,0.0
1982-02-24,20.0,70.0,D,A,O,N,6,E,73,0,0.0
1982-02-24,14.0,450.0,H,K,C,N,18,E,69,C,7.0
1982-02-24,4.0,170.0,H,S,O,S,4,E,85,0,0.0
1982-02-24,1.0,210.0,H,S,X,N,18,E,86,0,0.0
1982-02-25,5.0,10.0,B,X,O,N,13,W,50,C,3.7
1982-02-25,26.0,50.0,D,A,O,N,6,W,9,0,0.0
1982-02-25,6.0,190.0,H,K,O,S,13,W,0,0,0.0
1982-02-25,6.0,10.0,B,X,O,N,8,E,13,0,0.0
1982-02-25,8.0,160.0,H,K,O,S,7,E,17,0,0.0
1982-02-25,7.0,140.0,H,K,O,S,13,W,30,0,0.0
1982-02-25,11.0,150.0,H,K,O,S,13,E,40,0,0.0
1982-02-25,8.0,30.0,C,A,O,N,19,W,36,0,0.0
1982-02-25,22.0,90.0,D,A,O,N,5,E,58,C,3.0
1982-02-25,35.0,940.0,D,K,I,N,14,E,59,C,5.9
1982-02-25,7.0,180.0,H,K,O,S,8,E,64,C,5.0
1982-02-25,21.0,130.0,D,A,O,N,8,E,68,0,0.0
1982-02-25,11.0,250.0,C,K,O,N,16,E,75,0,0.0
1982-02-26,19.0,50.0,D,S,O,N,6,W,23,0,0.0
1982-02-26,3.0,200.0,H,K,X,S,12,W,6,0,0.0
1982-02-26,9.0,10.0,B,X,O,N,9,E,1,0,0.0
1982-02-26,8.0,160.0,H,K,O,S,6,E,4,0,0.0
1982-02-26,5.0,140.0,H,K,O,S,13,E,18,0,0.0
1982-02-26,27.0,130.0,D,K,O,S,13,E,26,0,0.0
1982-02-26,6.0,30.0,C,A,O,N,18,W,51,0,0.0
1982-02-26,16.0,40.0,D,A,O,N,6,E,38,0,0.0
1982-02-26,31.0,500.0,D,K,I,N,16,E,53,M,2.2
1982-02-26,2.0,180.0,H,K,X,S,5,E,50,0,0.0
1982-02-26,17.0,80.0,D,A,O,N,9,E,54,0,0.0
1982-02-26,33.0,570.0,D,K,I,N,18,E,62,M,1.7
1982-02-26,8.0,310.0,H,K,O,S,20,E,80,0,0.0
1982-02-27,11.0,30.0,B,X,O,N,5,W,36,0,0.0
1982-02-27,3.0,180.0,H,S,X,S,12,W,18,0,0.0
1982-02-27,3.0,10.0,B,X,O,S,12,W,16,0,0.0
1982-02-27,8.0,140.0,H,S,O,S,7,W,3,0,0.0
1982-02-27,8.0,140.0,H,S,O,S,12,E,12,0,0.0
1982-02-27,45.0,160.0,D,A,O,S,12,E,20,0,0.0
1982-02-27,1.0,0.0,A,X,X,N,18,W,55,0,0.0
1982-02-27,5.0,20.0,H,S,O,N,5,E,27,0,0.0
1982-02-27,66.0,590.0,D,K,I,N,15,E,28,C,3.9
1982-02-27,11.0,150.0,H,A,O,S,5,E,33,0,0.0
1982-02-27,15.0,60.0,C,A,O,N,9,E,46,0,0.0
1982-02-27,52.0,590.0,D,K,I,N,18,E,44,C,1.8
1982-02-27,39.0,1140.0,E,K,I,S,21,E,79,C,5.8
1982-02-27,15.0,70.0,C,S,O,S,15,E,25,0,0.0
1982-02-28,1.0,190.0,H,S,X,S,12,W,34,0,0.0
1982-02-28,5.0,120.0,H,S,X,S,7,W,23,0,0.0
1982-02-28,5.0,130.0,H,A,O,S,12,W,10,0,0.0
1982-02-28,24.0,110.0,C,A,O,S,13,E,7,0,0.0
1982-02-28,4.0,10.0,A,X,X,N,5,E,14,0,0.0
1982-02-28,87.0,580.0,D,K,I,N,15,E,25,M,2.0
1982-02-28,8.0,160.0,C,A,O,S,5,E,31,0,0.0
1982-02-28,4.0,40.0,H,A,X,N,9,E,31,0,0.0
1982-02-28,101.0,680.0,E,K,I,N,17,E,42,C,5.7
1982-02-28,70.0,1400.0,E,K,C,S,21,E,59,C,1.6
1982-02-28,37.0,90.0,D,A,O,S,15,E,12,0,0.0
1982-02-28,4.0,20.0,B,X,O,S,15,E,55,0,0.0
1982-03-01,1.0,160.0,H,S,X,S,12,W,46,0,0.0
1982-03-01,3.0,10.0,B,X,O,N,7,W,31,0,0.0
1982-03-01,1.0,130.0,H,S,X,S,6,W,30,0,0.0
1982-03-01,7.0,120.0,D,S,O,S,13,W,15,0,0.0
1982-03-01,13.0,70.0,C,A,O,S,12,W,7,0,0.0
1982-03-01,44.0,510.0,D,K,I,N,15,E,12,C,3.4
1982-03-01,7.0,150.0,C,S,O,S,5,E,10,0,0.0
1982-03-01,4.0,30.0,H,S,X,N,8,E,9,0,0.0
1982-03-01,120.0,530.0,F,K,C,N,18,E,29,0,0.0
1982-03-01,38.0,970.0,E,K,I,S,21,E,43,C,2.8
1982-03-01,36.0,100.0,D,A,O,S,14,E,4,0,0.0
1982-03-01,32.0,110.0,D,A,I,S,14,E,46,0,0.0
1982-03-02,1.0,180.0,H,S,X,S,12,W,59,0,0.0
1982-03-02,2.0,130.0,H,S,X,S,7,W,43,0,0.0
1982-03-02,5.0,110.0,C,S,O,S,14,W,28,0,0.0
1982-03-02,6.0,40.0,C,S,O,S,12,W,20,0,0.0
1982-03-02,40.0,600.0,D,K,I,N,14,W,8,C,5.7
1982-03-02,10.0,100.0,H,A,O,S,5,E,4,0,0.0
1982-03-02,4.0,30.0,H,S,X,N,8,W,2,0,0.0
1982-03-02,84.0,550.0,E,A,I,N,18,E,8,C,4.5
1982-03-02,43.0,1150.0,E,K,I,S,20,E,40,C,2.5
1982-03-02,41.0,80.0,C,A,I,S,15,W,2,0,0.0
1982-03-02,40.0,190.0,D,A,I,S,13,E,31,C,2.5
1982-03-03,1.0,200.0,H,S,X,S,12,W,73,0,0.0
1982-03-03,4.0,130.0,H,S,X,S,7,W,57,0,0.0
1982-03-03,4.0,160.0,H,A,O,S,12,W,55,0,0.0
1982-03-03,7.0,20.0,H,S,O,S,13,W,45,0,0.0
1982-03-03,33.0,600.0,D,K,I,N,14,W,15,C,2.2
1982-03-03,14.0,80.0,D,S,O,S,6,W,20,0,0.0
1982-03-03,2.0,10.0,A,X,X,N,9,W,19,0,0.0
1982-03-03,99.0,360.0,E,A,I,N,18,W,10,0,0.0
1982-03-03,101.0,620.0,F,K,I,S,21,E,16,M,1.0
1982-03-03,14.0,50.0,H,A,O,S,16,W,16,0,0.0
1982-03-03,74.0,390.0,E,A,I,S,12,E,17,0,0.0
1982-03-03,1.0,100.0,H,S,X,S,8,E,87,0,0.0
1982-03-04,3.0,120.0,H,A,X,S,7,W,72,0,0.0
1982-03-04,4.0,120.0,H,S,O,S,13,W,58,0,0.0
1982-03-04,28.0,620.0,D,K,I,N,14,W,31,0,0.0
1982-03-04,22.0,110.0,D,S,O,S,5,W,30,C,3.1
1982-03-04,1.0,0.0,A,X,X,N,8,W,24,0,0.0
1982-03-04,104.0,470.0,E,K,I,N,16,W,14,0,0.0
1982-03-04,157.0,1270.0,E,K,I,S,20,E,11,C,5.1
1982-03-04,19.0,40.0,H,A,O,S,16,W,32,0,0.0
1982-03-04,168.0,400.0,E,K,I,S,14,E,4,0,0.0
1982-03-04,1.0,70.0,H,S,X,S,8,E,70,0,0.0
1982-03-04,2.0,40.0,H,S,X,S,11,E,75,0,0.0
1982-03-05,1.0,100.0,H,S,X,S,13,W,77,0,0.0
1982-03-05,14.0,640.0,D,K,O,N,13,W,54,0,0.0
1982-03-05,8.0,120.0,D,S,O,S,4,W,44,0,0.0
1982-03-05,1.0,0.0,A,X,X,N,11,W,39,0,0.0
1982-03-05,38.0,330.0,D,K,C,N,17,W,35,C,9.3
1982-03-05,51.0,560.0,E,K,I,S,22,W,7,M,4.2
1982-03-05,1.0,10.0,A,X,X,S,16,W,54,0,0.0
1982-03-05,94.0,780.0,E,K,C,S,14,W,8,C,6.7
1982-03-05,1.0,80.0,H,S,X,S,8,E,52,0,0.0
1982-03-05,1.0,100.0,H,S,X,S,12,E,67,0,0.0
1982-03-05,20.0,560.0,E,H,I,N,5,E,75,0,0.0
1982-03-06,4.0,440.0,H,H,O,N,13,W,63,0,0.0
1982-03-06,8.0,130.0,D,S,O,S,5,W,62,0,0.0
1982-03-06,2.0,0.0,A,X,X,S,3,W,55,0,0.0
1982-03-06,31.0,320.0,D,K,I,N,15,W,45,0,0.0
1982-03-06,81.0,680.0,E,K,I,S,13,W,27,C,4.5
1982-03-06,1.0,0.0,A,X,X,S,16,W,68,0,0.0
1982-03-06,41.0,630.0,E,K,I,S,13,W,22,C,7.9
1982-03-06,1.0,80.0,H,S,X,S,8,E,38,0,0.0
1982-03-06,2.0,50.0,H,A,X,S,12,E,53,0,0.0
1982-03-06,21.0,600.0,E,K,O,N,5,E,63,0,0.0
1982-03-06,22.0,100.0,D,R,O,S,6,E,16,0,0.0
1982-03-06,5.0,110.0,D,R,O,S,12,E,80,0,0.0
1982-03-07,6.0,430.0,H,H,O,N,14,W,78,0,0.0
1982-03-07,4.0,600.0,C,S,O,S,4,W,70,0,0.0
1982-03-07,14.0,250.0,D,S,O,N,17,W,58,X,2.7
1982-03-07,31.0,430.0,E,K,I,S,21,W,33,0,0.0
1982-03-07,61.0,630.0,E,K,I,S,13,W,34,0,0.0
1982-03-07,2.0,70.0,H,S,X,S,8,E,26,0,0.0
1982-03-07,1.0,0.0,H,S,X,S,10,E,49,0,0.0
1982-03-07,37.0,440.0,E,K,O,N,6,E,51,C,3.2
1982-03-07,26.0,100.0,D,R,O,S,6,E,10,0,0.0
1982-03-07,9.0,110.0,D,A,O,S,12,E,80,0,0.0
1982-03-08,1.0,310.0,H,H,X,N,15,W,86,0,0.0
1982-03-08,3.0,100.0,H,S,O,S,6,W,88,0,0.0
1982-03-08,11.0,200.0,D,A,O,N,18,W,70,M,6.1
1982-03-08,20.0,570.0,D,K,O,S,20,W,50,0,0.0
1982-03-08,56.0,690.0,E,K,I,S,13,W,42,0,0.0
1982-03-08,7.0,90.0,H,A,O,S,8,E,8,0,0.0
1982-03-08,4.0,100.0,H,A,X,S,12,E,28,0,0.0
1982-03-08,71.0,520.0,E,K,I,N,6,E,44,0,0.0
1982-03-08,20.0,60.0,D,R,O,S,6,E,1,C,1.9
1982-03-08,17.0,160.0,H,A,O,S,14,E,60,0,0.0
1982-03-08,1.0,0.0,A,X,X,N,31,E,28,0,0.0
1982-03-09,8.0,370.0,H,K,C,S,19,W,68,0,0.0
1982-03-09,26.0,410.0,E,K,I,S,12,W,65,C,5.6
1982-03-09,2.0,40.0,H,S,X,S,8,W,1,0,0.0
1982-03-09,3.0,20.0,C,S,O,S,12,E,13,0,0.0
1982-03-09,52.0,510.0,E,K,I,N,6,E,25,C,2.1
1982-03-09,15.0,30.0,B,X,O,S,5,W,21,C,2.8
1982-03-09,5.0,70.0,D,A,O,S,14,E,44,0,0.0
1982-03-09,1.0,0.0,A,X,X,N,30,E,4,0,0.0
1982-03-09,1.0,20.0,H,R,X,S,15,W,5,0,0.0
1982-03-09,3.0,440.0,H,K,X,N,11,E,82,0,0.0
1982-03-09,1.0,70.0,H,S,X,N,4,E,82,0,0.0
1982-03-10,9.0,250.0,H,K,O,S,20,W,72,C,3.0
1982-03-10,44.0,620.0,E,K,I,S,14,W,69,0,0.0
1982-03-10,3.0,70.0,H,S,X,S,8,W,6,0,0.0
1982-03-10,3.0,20.0,H,S,O,S,12,E,8,0,0.0
1982-03-10,105.0,580.0,E,K,I,N,5,E,7,0,0.0
1982-03-10,10.0,10.0,B,X,O,S,6,W,26,C,5.4
1982-03-10,22.0,90.0,H,S,O,S,14,E,28,0,0.0
1982-03-10,1.0,0.0,A,X,X,N,27,W,6,0,0.0
1982-03-10,8.0,40.0,B,X,O,S,18,W,12,0,0.0
1982-03-10,3.0,350.0,H,K,X,N,13,E,79,0,0.0
1982-03-10,2.0,220.0,H,A,X,N,3,E,81,M,2.6
1982-03-10,7.0,20.0,H,S,O,N,13,W,62,0,0.0
1982-03-10,1.0,210.0,H,R,X,S,5,E,85,0,0.0
1982-03-11,1.0,210.0,H,K,X,S,20,W,86,0,0.0
1982-03-11,8.0,80.0,C,A,I,S,13,W,79,0,0.0
1982-03-11,4.0,100.0,H,S,O,S,8,W,19,0,0.0
1982-03-11,8.0,50.0,H,S,O,S,13,W,4,0,0.0
1982-03-11,66.0,460.0,F,K,O,N,6,E,5,0,0.0
1982-03-11,8.0,40.0,C,R,O,S,10,W,40,0,0.0
1982-03-11,20.0,80.0,D,A,I,S,15,E,27,C,1.9
1982-03-11,5.0,20.0,B,X,O,S,15,W,24,0,0.0
1982-03-11,2.0,470.0,H,K,X,N,13,E,65,C,1.5
1982-03-11,14.0,220.0,H,K,O,N,2,E,68,C,2.1
1982-03-11,1.0,0.0,A,X,X,N,13,W,70,0,0.0
1982-03-11,2.0,100.0,H,K,X,S,4,E,76,0,0.0
1982-03-11,5.0,50.0,H,S,X,N,3,E,78,0,0.0
1982-03-12,1.0,60.0,H,S,X,S,8,W,32,0,0.0
1982-03-12,12.0,40.0,H,A,O,S,12,W,18,0,0.0
1982-03-12,62.0,540.0,F,K,O,N,7,W,9,C,2.1
1982-03-12,1.0,0.0,A,X,X,S,8,W,42,0,0.0
1982-03-12,15.0,60.0,C,A,O,S,14,E,14,0,0.0
1982-03-12,15.0,640.0,H,K,O,N,14,E,54,0,0.0
1982-03-12,69.0,260.0,D,H,I,N,3,E,46,0,0.0
1982-03-12,39.0,360.0,D,K,I,S,5,E,63,0,0.0
1982-03-12,21.0,90.0,H,S,O,N,5,E,69,0,0.0
1982-03-12,18.0,20.0,C,R,O,N,11,W,23,0,0.0
1982-03-12,44.0,110.0,D,A,I,N,24,W,4,0,0.0
1982-03-12,2.0,440.0,H,H,X,S,10,E,87,0,0.0
1982-03-13,2.0,30.0,H,S,X,S,8,W,53,0,0.0
1982-03-13,1.0,10.0,A,X,X,S,12,W,41,0,0.0
1982-03-13,72.0,480.0,F,A,I,N,6,W,23,C,2.0
1982-03-13,8.0,30.0,C,R,O,S,15,W,7,0,0.0
1982-03-13,5.0,380.0,H,K,X,N,13,E,40,0,0.0
1982-03-13,51.0,340.0,D,A,I,N,2,E,34,0,0.0
1982-03-13,43.0,500.0,D,K,I,S,4,E,58,0,0.0
1982-03-13,17.0,60.0,D,R,O,N,6,E,60,0,0.0
1982-03-13,5.0,20.0,B,X,O,N,8,W,32,0,0.0
1982-03-13,13.0,60.0,D,R,I,N,24,W,8,C,1.2
1982-03-13,3.0,430.0,H,K,X,S,11,E,83,0,0.0
